109,Lanet,70,Владимир Цой
110,Lanet,22,Алексей Дюма
111,Укртелеком,131,Виктор Шумахер
112,Mixnet,106,Алексей Жуковский
113,IT-Invest,9,Анастасия Дюма
114,Triolan,5,Диана Авраменко
115,Optinet,25,Алексей Ефремов
116,UTELS,49,Александр Дюма
117,IT-Invest,64,Анастасия Дюма
118,Vega Telecom,106,Анастасия Любимов
119,Lanet,98,Софья Цой
120,Lanet,42,Александр Авраменко
121,WestNet,15,Александр Митрофанов
122,ФРИНЕТ,97,Анастасия Ефремов
123,Triolan,11,Алексей Ефремов
124,Lanet,15,Анастасия Дюма
125,Triolan,19,Виктор Любимов
126,UTELS,39,Анастасия Авраменко
127,Triolan,81,Софья Цой
128,Vega Telecom,105,Виктор Любимов
129,Optinet,12,Диана Дюма
130,IT-Invest,26,Евгения Авраменко
131,Optinet,123,Александр Любимов
132,WestNet,136,Диана Ефремов
133,Mixnet,129,Диана Ефремов
134,Vega Telecom,31,Алексей Любимов
135,Triolan,83,Диана Ефремов
136,Mixnet,42,Александр Цой
137,Укртелеком,115,Евгения Ефремов
138,Mixnet,149,Алексей Авраменко
139,IT-Invest,130,Анастасия Авраменко
140,WestNet,93,Евгения Любимов
141,Triolan,121,Софья Митрофанов
142,ФРИНЕТ,0,Виктор Митрофанов
143,UTELS,139,Александр Жуковский
144,UTELS,70,Владимир Любимов
145,Укртелеком,3,Владимир Ефремов
146,Optinet,48,Владимир Дюма
147,IT-Invest,39,Владимир Митрофанов
148,ФРИНЕТ,149,Софья Цой
149,Triolan,139,Александр Авраменко
150,Optinet,22,Владимир Авраменко
151,Mixnet,142,Виктор Дюма
152,Vega Telecom,132,Владимир Любимов
153,WestNet,72,Виктор Шумахер
154,ФРИНЕТ,62,Софья Ефремов
155,WestNet,137,Софья Жуковский
156,Mixnet,73,Виктор Ефремов
157,Triolan,4,Виктор Ефремов
158,Mixnet,17,Софья Авраменко
159,Mixnet,2,Алексей Цой
160,Vega Telecom,40,Кирилл Ефремов
161,Укртелеком,135,Анастасия Ефремов
162,Укртелеком,149,Алексей Дюма
163,Укртелеком,108,Евгения Шумахер
164,ФРИНЕТ,148,Диана Любимов
165,UTELS,147,Александр Любимов
166,UTELS,17,Кирилл Цой
167,IT-Invest,127,Анастасия Митрофанов
168,Vega Telecom,18,Александр Митрофанов
169,ФРИНЕТ,118,Виктор Ефремов
170,IT-Invest,3,Виктор Любимов
171,UTELS,24,Анастасия Авраменко
172,WestNet,18,Александр Ефремов
173,IT-Invest,112,Александр Любимов
174,WestNet,15,Виктор Авраменко
175,ФРИНЕТ,34,Владимир Любимов
176,Triolan,94,Кирилл Авраменко
177,Укртелеком,3,Владимир Шумахер
178,UTELS,58,Александр Ефремов
179,Lanet,52,Евгения Дюма
180,Vega Telecom,55,Анастасия Цой
181,Triolan,133,Софья Цой
182,ФРИНЕТ,32,Софья Любимов
183,Mixnet,144,Кирилл Митрофанов
184,Mixnet,95,Алексей Любимов
185,WestNet,112,Виктор Шумахер
186,UTELS,138,Виктор Любимов
187,Укртелеком,99,Диана Любимов
188,WestNet,34,Софья Авраменко
189,Vega Telecom,91,Виктор Любимов
190,Mixnet,136,Александр Ефремов
191,Triolan,119,Анастасия Авраменко
192,UTELS,21,Владимир Митрофанов
193,Triolan,17,Алексей Цой
194,ФРИНЕТ,28,Александр Любимов
195,UTELS,65,Кирилл Дюма
196,UTELS,63,Софья Цой
197,Triolan,62,Владимир Жуковский
198,WestNet,110,Евгения Дюма
199,Укртелеком,3,Евгения Жуковский
200,Lanet,129,Евгения Ефремов
201,Optinet,121,Алексей Цой
202,Укртелеком,26,Александр Жуковский
203,UTELS,100,Диана Митрофанов
204,ФРИНЕТ,109,Виктор Дюма
205,Укртелеком,43,Анастасия Митрофанов
206,Lanet,143,Анастасия Цой
207,WestNet,46,Евгения Митрофанов
208,Mixnet,70,Диана Жуковский
209,Lanet,69,Диана Жуковский
210,ФРИНЕТ,16,Евгения Авраменко
211,IT-Invest,139,Диана Ефремов
212,ФРИНЕТ,147,Диана Митрофанов
213,Lanet,77,Алексей Дюма
214,Lanet,137,Виктор Цой
215,UTELS,69,Анастасия Дюма
216,IT-Invest,37,Евгения Цой
217,Vega Telecom,30,Евгения Ефремов
218,Vega Telecom,125,Кирилл Авраменко
219,Mixnet,111,Софья Авраменко
220,IT-Invest,127,Владимир Шумахер
221,Lanet,138,Евгения Любимов
222,ФРИНЕТ,75,Алексей Авраменко
223,Optinet,117,Владимир Ефремов
224,Triolan,84,Диана Цой
225,Optinet,108,Александр Жуковский
226,Optinet,46,Алексей Жуковский
227,Lanet,6,Анастасия Любимов
228,Укртелеком,128,Анастасия Жуковский
229,Vega Telecom,23,Анастасия Ефремов
230,UTELS,13,Алексей Ефремов
231,Укртелеком,46,Кирилл Цой
232,WestNet,77,Софья Любимов
233,ФРИНЕТ,30,Кирилл Авраменко
234,Triolan,141,Владимир Шумахер
235,Mixnet,19,Диана Любимов
236,WestNet,112,Виктор Шумахер
237,UTELS,1,Александр Авраменко
238,IT-Invest,57,Александр Митрофанов
239,WestNet,101,Алексей Любимов
240,Mixnet,65,Кирилл Цой
241,Triolan,86,Анастасия Ефремов
242,Vega Telecom,121,Анастасия Любимов
243,Lanet,23,Алексей Дюма
244,Mixnet,106,Диана Митрофанов
245,Vega Telecom,125,Александр Шумахер
246,Mixnet,104,Александр Авраменко
247,Optinet,11,Евгения Цой
248,Mixnet,134,Анастасия Митрофанов
249,Optinet,103,Алексей Авраменко
250,UTELS,139,Евгения Жуковский
251,Укртелеком,38,Алексей Цой
252,Vega Telecom,125,Александр Ефремов
253,ФРИНЕТ,103,Анастасия Ефремов
254,IT-Invest,128,Александр Цой
255,UTELS,107,Евгения Жуковский
256,ФРИНЕТ,38,Кирилл Авраменко
257,Triolan,86,Владимир Жуковский
258,WestNet,35,Кирилл Митрофанов
259,ФРИНЕТ,73,Кирилл Шумахер
260,WestNet,4,Софья Дюма
261,ФРИНЕТ,66,Владимир Жуковский
262,Lanet,133,Александр Шумахер
263,Lanet,77,Алексей Жуковский
264,Optinet,16,Софья Ефремов
265,IT-Invest,143,Диана Дюма
266,WestNet,65,Диана Жуковский
267,Triolan,59,Кирилл Любимов
268,Vega Telecom,0,Виктор Ефремов
269,UTELS,96,Софья Ефремов
270,Lanet,46,Алексей Митрофанов
271,UTELS,66,Владимир Авраменко
272,Укртелеком,37,Виктор Митрофанов
273,IT-Invest,93,Анастасия Шумахер
274,IT-Invest,140,Алексей Авраменко
275,Укртелеком,4,Виктор Шумахер
276,Vega Telecom,51,Евгения Авраменко
277,Optinet,16,Владимир Ефремов
278,Vega Telecom,109,Анастасия Митрофанов
279,Mixnet,133,Анастасия Жуковский
280,Vega Telecom,31,Виктор Ефремов
281,ФРИНЕТ,18,Кирилл Шумахер
282,Укртелеком,42,Владимир Авраменко
283,Optinet,109,Анастасия Авраменко
284,Vega Telecom,64,Алексей Цой
285,Lanet,13,Кирилл Авраменко
286,Lanet,6,Алексей Авраменко
287,IT-Invest,65,Анастасия Дюма
288,Lanet,132,Софья Ефремов
289,Lanet,146,Владимир Любимов
290,Mixnet,101,Виктор Любимов
291,UTELS,25,Евгения Цой
292,Mixnet,121,Алексей Митрофанов
293,Mixnet,43,Владимир Жуковский
294,WestNet,139,Виктор Митрофанов
295,Lanet,73,Виктор Шумахер
296,ФРИНЕТ,51,Виктор Шумахер
297,Lanet,140,Виктор Митрофанов
298,Triolan,109,Софья Любимов
299,Укртелеком,40,Владимир Дюма
300,IT-Invest,60,Владимир Ефремов
301,Vega Telecom,49,Виктор Дюма
302,IT-Invest,74,Диана Авраменко
303,Lanet,114,Владимир Любимов
304,IT-Invest,34,Софья Цой
305,Укртелеком,102,Александр Ефремов
306,Mixnet,105,Владимир Жуковский
307,Optinet,118,Алексей Митрофанов
308,IT-Invest,13,Софья Шумахер
309,Vega Telecom,144,Евгения Жуковский
310,Vega Telecom,31,Виктор Цой
311,WestNet,133,Евгения Митрофанов
312,Optinet,66,Александр Ефремов
313,ФРИНЕТ,90,Софья Авраменко
314,IT-Invest,37,Владимир Шумахер
315,Укртелеком,122,Диана Ефремов
316,ФРИНЕТ,128,Евгения Ефремов
317,Lanet,72,Алексей Дюма
318,Mixnet,90,Владимир Ефремов
319,IT-Invest,15,Диана Ефремов
320,Vega Telecom,109,Александр Авраменко
321,Укртелеком,15,Виктор Жуковский
322,ФРИНЕТ,103,Виктор Авраменко
323,Mixnet,103,Алексей Цой
324,UTELS,149,Алексей Дюма
325,Optinet,63,Евгения Авраменко
326,ФРИНЕТ,127,Алексей Ефремов
327,ФРИНЕТ,106,Диана Шумахер
328,Lanet,35,Диана Митрофанов
329,Triolan,25,Анастасия Любимов
330,UTELS,26,Кирилл Любимов
331,Optinet,140,Виктор Жуковский
332,Optinet,94,Алексей Дюма
333,Lanet,61,Евгения Ефремов
334,Triolan,78,Александр Любимов
335,Lanet,0,Софья Шумахер
336,ФРИНЕТ,30,Алексей Цой
337,Vega Telecom,97,Евгения Дюма
338,Triolan,107,Анастасия Любимов
339,Mixnet,10,Кирилл Митрофанов
340,Mixnet,128,Евгения Дюма
341,IT-Invest,78,Александр Цой
342,Mixnet,56,Алексей Шумахер
343,Optinet,72,Диана Ефремов
344,ФРИНЕТ,123,Виктор Митрофанов
345,Mixnet,61,Анастасия Ефремов
346,Triolan,32,Кирилл Любимов
347,Optinet,1,Алексей Жуковский
348,Lanet,23,Евгения Жуковский
349,WestNet,146,Виктор Ефремов
350,Optinet,69,Софья Авраменко
351,Optinet,98,Диана Шумахер
352,ФРИНЕТ,138,Виктор Авраменко
353,Укртелеком,14,Александр Митрофанов
354,Lanet,64,Кирилл Митрофанов
355,UTELS,50,Алексей Дюма
356,Vega Telecom,129,Александр Любимов
357,Lanet,14,Диана Митрофанов
358,Mixnet,6,Анастасия Митрофанов
359,IT-Invest,119,Евгения Шумахер
360,UTELS,121,Виктор Цой
361,Lanet,142,Алексей Ефремов
362,Optinet,144,Владимир Жуковский
363,ФРИНЕТ,75,Виктор Жуковский
364,ФРИНЕТ,128,Александр Шумахер
365,Lanet,135,Софья Любимов
366,WestNet,74,Диана Авраменко
367,Triolan,31,Софья Жуковский
368,Lanet,128,Кирилл Жуковский
369,ФРИНЕТ,67,Анастасия Митрофанов
370,IT-Invest,106,Анастасия Авраменко
371,UTELS,6,Виктор Любимов
372,Укртелеком,95,Алексей Дюма
373,Укртелеком,98,Александр Авраменко
374,Укртелеком,85,Виктор Цой
375,IT-Invest,1,Софья Любимов
376,Укртелеком,135,Владимир Шумахер
377,UTELS,112,Софья Ефремов
378,Lanet,40,Виктор Любимов
379,Lanet,88,Евгения Цой
380,Optinet,137,Виктор Цой
381,Укртелеком,138,Владимир Митрофанов
382,Triolan,76,Алексей Дюма
383,ФРИНЕТ,34,Софья Дюма
384,Lanet,76,Виктор Авраменко
385,Mixnet,49,Евгения Митрофанов
386,Mixnet,9,Софья Дюма
387,IT-Invest,49,Виктор Цой
388,Укртелеком,56,Алексей Дюма
389,Lanet,9,Владимир Любимов
390,IT-Invest,110,Евгения Митрофанов
391,IT-Invest,133,Кирилл Дюма
392,Optinet,25,Диана Цой
393,WestNet,50,Софья Жуковский
394,Optinet,88,Софья Жуковский
395,Укртелеком,38,Софья Ефремов
396,Optinet,74,Софья Авраменко
397,Triolan,134,Софья Ефремов
398,Vega Telecom,93,Диана Жуковский
399,UTELS,139,Александр Ефремов
400,Optinet,139,Диана Цой
401,Lanet,60,Анастасия Дюма
402,WestNet,122,Диана Митрофанов
403,Vega Telecom,147,Владимир Цой
404,Lanet,76,Виктор Жуковский
405,Triolan,55,Александр Шумахер
406,ФРИНЕТ,45,Владимир Авраменко
407,Lanet,84,Диана Цой
408,UTELS,115,Кирилл Жуковский
409,UTELS,19,Анастасия Жуковский
410,WestNet,125,Евгения Митрофанов
411,WestNet,38,Александр Митрофанов
412,ФРИНЕТ,109,Алексей Митрофанов
413,Lanet,67,Анастасия Жуковский
414,Triolan,89,Алексей Дюма
415,Triolan,115,Софья Авраменко
416,Optinet,94,Кирилл Цой
417,ФРИНЕТ,134,Кирилл Ефремов
418,WestNet,112,Александр Любимов
419,UTELS,36,Алексей Жуковский
420,WestNet,117,Александр Любимов
421,ФРИНЕТ,130,Александр Митрофанов
422,UTELS,49,Виктор Митрофанов
423,Lanet,10,Виктор Дюма
424,Lanet,50,Анастасия Авраменко
425,IT-Invest,18,Виктор Цой
426,Укртелеком,28,Софья Любимов
427,Mixnet,62,Диана Авраменко
428,Optinet,136,Владимир Митрофанов
429,Укртелеком,62,Александр Шумахер
430,Lanet,8,Кирилл Авраменко
431,UTELS,24,Анастасия Цой
432,Mixnet,105,Диана Цой
433,Vega Telecom,3,Кирилл Цой
434,Mixnet,146,Владимир Любимов
435,Укртелеком,45,Александр Цой
436,Lanet,130,Анастасия Авраменко
437,UTELS,71,Софья Шумахер
438,IT-Invest,29,Виктор Шумахер
439,Optinet,127,Александр Авраменко
440,Vega Telecom,18,Кирилл Жуковский
441,Укртелеком,103,Софья Цой
442,ФРИНЕТ,87,Александр Жуковский
443,Triolan,53,Кирилл Шумахер
444,ФРИНЕТ,144,Алексей Авраменко
445,Vega Telecom,115,Александр Любимов
446,Lanet,95,Виктор Жуковский
447,Lanet,121,Виктор Ефремов
448,Vega Telecom,21,Виктор Авраменко
449,Mixnet,63,Кирилл Любимов
450,Укртелеком,45,Софья Любимов
451,Mixnet,67,Евгения Любимов
452,WestNet,33,Владимир Цой
453,IT-Invest,77,Софья Цой
454,ФРИНЕТ,13,Владимир Митрофанов
455,IT-Invest,72,Кирилл Шумахер
456,WestNet,98,Анастасия Авраменко
457,Vega Telecom,77,Виктор Авраменко
458,Optinet,107,Виктор Авраменко
459,Lanet,40,Кирилл Цой
460,Triolan,83,Кирилл Дюма
461,Optinet,49,Владимир Дюма
462,ФРИНЕТ,66,Кирилл Дюма
463,Triolan,145,Александр Шумахер
464,Mixnet,7,Софья Жуковский
465,Optinet,42,Виктор Жуковский
466,Vega Telecom,26,Алексей Авраменко
467,WestNet,99,Евгения Жуковский
468,Optinet,86,Диана Жуковский
469,UTELS,94,Алексей Любимов
470,ФРИНЕТ,6,Александр Ефремов
471,UTELS,18,Софья Цой
472,Укртелеком,30,Владимир Авраменко
473,Optinet,46,Виктор Ефремов
474,WestNet,56,Кирилл Митрофанов
475,Triolan,17,Владимир Дюма
476,Lanet,49,Владимир Шумахер
477,IT-Invest,50,Софья Жуковский
478,Lanet,64,Софья Цой
479,WestNet,2,Владимир Жуковский
480,ФРИНЕТ,84,Виктор Митрофанов
481,ФРИНЕТ,59,Александр Любимов
482,Optinet,41,Александр Цой
483,Укртелеком,92,Алексей Любимов
484,Mixnet,130,Виктор Шумахер
485,UTELS,7,Анастасия Дюма
486,ФРИНЕТ,146,Алексей Авраменко
487,Optinet,69,Евгения Цой
488,Triolan,44,Виктор Шумахер
489,Укртелеком,122,Диана Цой
490,WestNet,138,Владимир Митрофанов
491,IT-Invest,23,Алексей Митрофанов
492,Vega Telecom,55,Софья Шумахер
493,Lanet,75,Диана Любимов
494,IT-Invest,15,Виктор Митрофанов
495,Vega Telecom,82,Софья Авраменко
496,UTELS,5,Евгения Дюма
497,WestNet,62,Владимир Авраменко
498,Optinet,48,Виктор Авраменко
499,UTELS,54,Алексей Любимов
500,Mixnet,92,Софья Жуковский
501,IT-Invest,90,Кирилл Шумахер
502,Lanet,93,Виктор Авраменко
503,Mixnet,123,Диана Авраменко
504,Triolan,1,Кирилл Шумахер
505,IT-Invest,40,Анастасия Ефремов
506,Triolan,104,Владимир Дюма
507,Optinet,39,Евгения Митрофанов
508,Lanet,97,Александр Дюма
509,IT-Invest,69,Евгения Любимов
510,Optinet,99,Анастасия Ефремов
511,ФРИНЕТ,9,Владимир Шумахер
512,Lanet,131,Софья Ефремов
513,Mixnet,64,Кирилл Цой
514,Mixnet,124,Виктор Авраменко
515,ФРИНЕТ,113,Владимир Дюма
516,Укртелеком,78,Алексей Жуковский
517,Triolan,72,Диана Дюма
518,WestNet,28,Владимир Авраменко
519,ФРИНЕТ,117,Евгения Жуковский
520,Optinet,67,Софья Шумахер
521,ФРИНЕТ,77,Кирилл Цой
522,Укртелеком,148,Виктор Ефремов
523,ФРИНЕТ,44,Виктор Дюма
524,ФРИНЕТ,4,Анастасия Ефремов
525,UTELS,138,Кирилл Цой
526,Optinet,149,Диана Шумахер
527,Triolan,58,Владимир Авраменко
528,Vega Telecom,127,Кирилл Ефремов
529,Lanet,83,Диана Шумахер
530,UTELS,77,Алексей Жуковский
531,Optinet,54,Диана Любимов
532,Triolan,55,Александр Митрофанов
533,UTELS,69,Владимир Шумахер
534,UTELS,10,Алексей Митрофанов
535,Triolan,134,Диана Дюма
536,Mixnet,130,Александр Цой
537,Mixnet,143,Софья Ефремов
538,IT-Invest,22,Виктор Митрофанов
539,Mixnet,45,Алексей Жуковский
540,WestNet,138,Евгения Ефремов
541,IT-Invest,103,Алексей Ефремов
542,WestNet,129,Алексей Авраменко
543,ФРИНЕТ,117,Евгения Авраменко
544,Triolan,48,Евгения Шумахер
545,IT-Invest,104,Кирилл Любимов
546,WestNet,109,Софья Дюма
547,ФРИНЕТ,107,Анастасия Шумахер
548,Lanet,133,Анастасия Любимов
549,Optinet,54,Алексей Жуковский
550,IT-Invest,96,Виктор Ефремов
551,UTELS,100,Кирилл Ефремов
552,IT-Invest,136,Диана Цой
553,UTELS,50,Евгения Ефремов
554,Vega Telecom,9,Диана Авраменко
555,UTELS,40,Кирилл Ефремов
556,Lanet,60,Виктор Цой
557,UTELS,16,Александр Дюма
558,Vega Telecom,29,Виктор Жуковский
559,IT-Invest,90,Евгения Авраменко
560,Triolan,108,Алексей Цой
561,ФРИНЕТ,39,Софья Шумахер
562,ФРИНЕТ,122,Виктор Митрофанов
563,Укртелеком,0,Владимир Цой
564,Укртелеком,148,Анастасия Цой
565,WestNet,130,Виктор Цой
566,Vega Telecom,52,Владимир Шумахер
567,ФРИНЕТ,36,Диана Дюма
568,WestNet,31,Софья Любимов
569,Укртелеком,133,Кирилл Дюма
570,IT-Invest,42,Алексей Жуковский
571,Укртелеком,17,Софья Любимов
572,Lanet,58,Виктор Дюма
573,IT-Invest,131,Диана Митрофанов
574,IT-Invest,70,Владимир Жуковский
575,Lanet,142,Диана Любимов
576,Optinet,24,Анастасия Ефремов
577,Triolan,135,Евгения Любимов
578,Optinet,8,Анастасия Митрофанов
579,IT-Invest,123,Евгения Жуковский
580,WestNet,135,Софья Авраменко
581,Triolan,73,Алексей Дюма
582,Mixnet,47,Кирилл Шумахер
583,WestNet,47,Софья Дюма
584,Lanet,125,Александр Авраменко
585,Vega Telecom,120,Алексей Жуковский
586,Lanet,101,Диана Шумахер
587,Lanet,138,Александр Ефремов
588,Lanet,148,Кирилл Жуковский
589,Triolan,34,Виктор Авраменко
590,Укртелеком,148,Алексей Ефремов
591,Vega Telecom,93,Александр Жуковский
592,Triolan,5,Евгения Ефремов
593,Triolan,64,Виктор Дюма
594,Mixnet,86,Виктор Цой
595,Triolan,54,Софья Ефремов
596,WestNet,92,Софья Шумахер
597,IT-Invest,94,Кирилл Дюма
598,Mixnet,77,Виктор Любимов
599,IT-Invest,11,Софья Митрофанов
600,Lanet,1,Евгения Авраменко
601,Optinet,103,Софья Цой
602,Lanet,105,Диана Шумахер
603,Triolan,57,Анастасия Дюма
604,Triolan,15,Диана Дюма
605,UTELS,139,Евгения Шумахер
606,Optinet,93,Алексей Шумахер
607,Optinet,83,Алексей Дюма
608,Mixnet,82,Кирилл Любимов
609,UTELS,100,Евгения Ефремов
610,UTELS,13,Александр Авраменко
611,Vega Telecom,129,Кирилл Митрофанов
612,IT-Invest,20,Алексей Шумахер
613,Mixnet,1,Кирилл Жуковский
614,Optinet,107,Кирилл Ефремов
615,WestNet,146,Алексей Цой
616,WestNet,71,Анастасия Шумахер
617,Mixnet,84,Софья Цой
618,WestNet,43,Анастасия Дюма
619,Vega Telecom,47,Диана Шумахер
620,Lanet,91,Алексей Митрофанов
621,ФРИНЕТ,62,Виктор Дюма
622,Lanet,61,Александр Любимов
623,Укртелеком,76,Евгения Ефремов
624,Lanet,9,Кирилл Ефремов
625,Lanet,124,Александр Жуковский
626,Vega Telecom,69,Виктор Цой
627,Укртелеком,97,Анастасия Любимов
628,ФРИНЕТ,132,Анастасия Ефремов
629,UTELS,97,Алексей Жуковский
630,ФРИНЕТ,4,Александр Митрофанов
631,UTELS,76,Кирилл Жуковский
632,UTELS,129,Анастасия Любимов
633,Mixnet,63,Александр Любимов
634,UTELS,130,Алексей Авраменко
635,ФРИНЕТ,71,Александр Митрофанов
636,WestNet,57,Анастасия Любимов
637,WestNet,58,Виктор Митрофанов
638,Lanet,36,Евгения Ефремов
639,Укртелеком,28,Диана Дюма
640,UTELS,119,Александр Любимов
641,Mixnet,77,Евгения Ефремов
642,Triolan,83,Алексей Авраменко
643,WestNet,0,Софья Авраменко
644,ФРИНЕТ,34,Анастасия Цой
645,WestNet,32,Кирилл Цой
646,Mixnet,65,Диана Цой
647,Lanet,96,Алексей Дюма
648,WestNet,30,Алексей Шумахер
649,Mixnet,43,Александр Авраменко
650,UTELS,130,Виктор Жуковский
651,Vega Telecom,135,Софья Авраменко
652,ФРИНЕТ,58,Александр Ефремов
653,Vega Telecom,107,Владимир Дюма
654,Vega Telecom,14,Кирилл Митрофанов
655,Triolan,120,Виктор Цой
656,ФРИНЕТ,34,Кирилл Митрофанов
657,UTELS,15,Владимир Авраменко
658,WestNet,107,Александр Дюма
659,Triolan,50,Владимир Ефремов
660,WestNet,31,Владимир Шумахер
661,Lanet,15,Евгения Ефремов
662,Lanet,38,Евгения Дюма
663,Mixnet,26,Анастасия Жуковский
664,UTELS,56,Александр Жуковский
665,ФРИНЕТ,56,Алексей Митрофанов
666,Triolan,68,Диана Шумахер
667,Укртелеком,58,Александр Ефремов
668,UTELS,76,Софья Авраменко
669,WestNet,47,Кирилл Митрофанов
670,Mixnet,81,Евгения Шумахер
671,IT-Invest,56,Диана Митрофанов
672,Mixnet,59,Анастасия Дюма
673,WestNet,0,Кирилл Любимов
674,Укртелеком,114,Евгения Цой
675,IT-Invest,114,Софья Шумахер
676,WestNet,53,Анастасия Любимов
677,ФРИНЕТ,113,Кирилл Цой
678,Mixnet,41,Диана Ефремов
679,UTELS,54,Александр Дюма
680,Укртелеком,124,Софья Дюма
681,Optinet,108,Диана Ефремов
682,UTELS,68,Виктор Ефремов
683,UTELS,141,Александр Авраменко
684,IT-Invest,112,Алексей Митрофанов
685,Optinet,145,Алексей Жуковский
686,UTELS,42,Алексей Митрофанов
687,WestNet,90,Диана Дюма
688,Укртелеком,79,Евгения Ефремов
689,Lanet,149,Владимир Ефремов
690,Lanet,130,Диана Ефремов
691,Mixnet,88,Софья Ефремов
692,WestNet,42,Владимир Жуковский
693,Vega Telecom,30,Диана Жуковский
694,IT-Invest,92,Анастасия Жуковский
695,IT-Invest,135,Диана Митрофанов
696,Укртелеком,20,Софья Митрофанов
697,Optinet,93,Алексей Дюма
698,WestNet,6,Евгения Шумахер
699,WestNet,10,Диана Любимов
700,WestNet,18,Софья Митрофанов
701,ФРИНЕТ,7,Евгения Ефремов
702,Triolan,36,Владимир Митрофанов
703,Укртелеком,134,Диана Жуковский
704,Optinet,140,Анастасия Шумахер
705,Mixnet,43,Евгения Авраменко
706,Triolan,48,Александр Любимов
707,Mixnet,93,Кирилл Шумахер
708,Vega Telecom,82,Александр Цой
709,Укртелеком,134,Виктор Авраменко
